"monthyear","site","NEWsiteID","Region","malinc","propsuspected","TPR"
2015-02-01,"Kampala Site 002","K002","Kampala",25.3644796451543,0.0703414352118893,0.0912111754476472
2015-03-01,"Central Site 001","C001","Central",92.0429276882627,0.262939836280612,0.362509427161693
2015-03-01,"Central Site 002","C002","Central",60.4699457991727,0.172745022867841,0.238159801765542
2015-03-01,"Central Site 003","C003","Central",52.509764526551,0.150005103428554,0.206808769962049
2015-03-01,"Eastern Site 001","E001","Eastern",124.381574906516,0.249743813977679,0.298262293553847
2015-03-01,"Eastern Site 002","E002","Eastern",153.270697798115,0.307749830856308,0.367537313257395
2015-03-01,"Eastern Site 003","E003","Eastern",124.289133908254,0.249558203146725,0.298040623550226
2015-03-01,"Eastern Site 004","E004","Eastern",177.128204819304,0.355652945123426,0.424746709166435
2015-03-01,"Northern Site 001","N001","Northern",167.137947081753,0.393321933427135,0.450058980903607
2015-03-01,"Northern Site 002","N002","Northern",129.379777100915,0.304466489891807,0.348386058631511
2015-03-01,"Northern Site 003","N003","Northern",141.596610563083,0.333216086507031,0.381282810768611
2015-03-01,"Western Site 001","W001","Western",95.8278672718713,0.236466599339967,0.293657710660608
2015-03-01,"Western Site 002","W002","Western",117.645879695557,0.290305126159614,0.360517464111315
2015-03-01,"Western Site 003","W003","Western",100.031887194342,0.246840515852205,0.30654063189376
2015-03-01,"Western Site 004","W004","Western",71.5663213391281,0.176598364506255,0.219309921875082
2015-03-01,"Kampala Site 001","K001","Kampala",46.1364177053365,0.171426167295621,0.211548658154372
2015-03-01,"Kampala Site 002","K002","Kampala",35.7411933830144,0.132801290194515,0.163883584315175
2015-04-01,"Central Site 001","C001","Central",131.760524130041,0.374834753001683,0.457644021228603
2015-04-01,"Central Site 002","C002","Central",100.679701196314,0.286415458494669,0.349690953461153
2015-04-01,"Central Site 003","C003","Central",142.721146835672,0.406015733281902,0.495713568107639
2015-04-01,"Eastern Site 001","E001","Eastern",206.531092553027,0.568151793416431,0.634678462793525
2015-04-01,"Eastern Site 002","E002","Eastern",166.517017850316,0.458076026987183,0.51171358080656
2015-04-01,"Eastern Site 003","E003","Eastern",126.579085204796,0.34820972173791,0.388982686463851
2015-04-01,"Eastern Site 004","E004","Eastern",178.360909555678,0.490657698977823,0.548110342611913
2015-04-01,"Northern Site 001","N001","Northern",265.841127537974,0.530550169190646,0.674718873822362
2015-04-01,"Northern Site 002","N002","Northern",328.866352496607,0.656332225845161,0.834680235709136
2015-04-01,"Northern Site 003","N003","Northern",228.649176765544,0.456324649770126,0.58032373123162
2015-04-01,"Western Site 001","W001","Western",166.926242497593,0.362580459912615,0.465332469462864
2015-04-01,"Western Site 002","W002","Western",191.667825783618,0.416321648311692,0.534303422601483
2015-04-01,"Western Site 003","W003","Western",158.555210371025,0.34439774260597,0.441996935198593
2015-04-01,"Western Site 004","W004","Western",169.194114946143,0.367506505231285,0.471654511288767
2015-04-01,"Kampala Site 001","K001","Kampala",54.2627259790587,0.16435756910039,0.199671726601148
2015-04-01,"Kampala Site 002","K002","Kampala",87.8070174707903,0.265960614419262,0.323105381636302
2015-05-01,"Central Site 001","C001","Central",123.827323355308,0.314516911405519,0.42668292300619
2015-05-01,"Central Site 002","C002","Central",103.195714680619,0.262113373463645,0.355590737072585
2015-05-01,"Central Site 003","C003","Central",117.240238930798,0.297785955811657,0.403985214938367
2015-05-01,"Eastern Site 001","E001","Eastern",213.301869615642,0.607599648459323,0.629020904752498
2015-05-01,"Eastern Site 002","E002","Eastern",172.707189638109,0.491963937773273,0.509308394151356
2015-05-01,"Eastern Site 003","E003","Eastern",191.113969553119,0.544396450558001,0.563589443710759
2015-05-01,"Eastern Site 004","E004","Eastern",150.567452228516,0.428897933282593,0.444018963348618
2015-05-01,"Northern Site 001","N001","Northern",307.12233865169,0.624086220061649,0.726336521612302
2015-05-01,"Northern Site 002","N002","Northern",218.725902923411,0.44446074025196,0.517281198799658
2015-05-01,"Northern Site 003","N003","Northern",237.853536088794,0.483328939593354,0.562517564871278
2015-05-01,"Western Site 001","W001","Western",117.661266248564,0.30625596303955,0.404332432512823
2015-05-01,"Western Site 002","W002","Western",176.419482950143,0.459195454651117,0.606249796200509
2015-05-01,"Western Site 003","W003","Western",132.727948128831,0.345472447071805,0.456107739109266
2015-05-01,"Western Site 004","W004","Western",109.431555061494,0.284835165818067,0.376051765057516
2015-05-01,"Kampala Site 001","K001","Kampala",93.4892097510768,0.280972757413866,0.330509508508792
2015-05-01,"Kampala Site 002","K002","Kampala",68.0294698760862,0.204455977191178,0.240502478443508
2015-06-01,"Central Site 001","C001","Central",87.3304012776647,0.285559639598454,0.320870062876466
2015-06-01,"Central Site 002","C002","Central",56.6161589890077,0.185127856048048,0.208019546788377
2015-06-01,"Central Site 003","C003","Central",65.9908136227001,0.21578182029637,0.242463978254963
2015-06-01,"Eastern Site 001","E001","Eastern",113.705800600355,0.22163580633223,0.328015292832837
2015-06-01,"Eastern Site 002","E002","Eastern",97.6343998614325,0.190309367022604,0.281652968379927
2015-06-01,"Eastern Site 003","E003","Eastern",157.10866413947,0.306236843454601,0.453222651810107
2015-06-01,"Eastern Site 004","E004","Eastern",109.975115020803,0.214363938914471,0.317253116089146
2015-06-01,"Northern Site 001","N001","Northern",108.394917348706,0.390975447597301,0.414794481568792
2015-06-01,"Northern Site 002","N002","Northern",103.645484076019,0.373844461707543,0.396619840540633
2015-06-01,"Northern Site 003","N003","Northern",123.018207488494,0.443720977992939,0.470753378911277
2015-06-01,"Western Site 001","W001","Western",104.04331795639,0.226493634632164,0.31276611975533
2015-06-01,"Western Site 002","W002","Western",131.428900875,0.286109766966163,0.395090315820295
2015-06-01,"Western Site 003","W003","Western",86.5307193864576,0.188370166639529,0.260121244436702
2015-06-01,"Western Site 004","W004","Western",115.861202289042,0.252220184195748,0.348292032414037
2015-06-01,"Kampala Site 001","K001","Kampala",65.6750175594642,0.182273190665011,0.21364658788689
2015-06-01,"Kampala Site 002","K002","Kampala",52.8246421968668,0.146608504066901,0.171843190624013
2015-07-01,"Central Site 001","C001","Central",27.1379347207612,0.0768610559032299,0.125832481409764
2015-07-01,"Central Site 002","C002","Central",34.655739092936,0.0981532576888441,0.160690844385345
2015-07-01,"Central Site 003","C003","Central",22.2594371928192,0.0630439959435397,0.103211988884859
2015-07-01,"Eastern Site 001","E001","Eastern",45.6278304978738,0.115191385545788,0.151346013383232
2015-07-01,"Eastern Site 002","E002","Eastern",43.1635440594597,0.108970082316483,0.143172056300049
2015-07-01,"Eastern Site 003","E003","Eastern",38.6106797879833,0.0974759845715173,0.128070355223225
2015-07-01,"Eastern Site 004","E004","Eastern",35.485649825203,0.0895865774408948,0.117704733596924
2015-07-01,"Northern Site 001","N001","Northern",94.310905994684,0.169404974033916,0.243872863558964
2015-07-01,"Northern Site 002","N002","Northern",79.9784011838469,0.1436603628491,0.206811306856407
2015-07-01,"Northern Site 003","N003","Northern",79.4530604433305,0.142716725063337,0.205452860032228
2015-07-01,"Western Site 001","W001","Western",63.9856932495777,0.160285313233689,0.162134593953953
2015-07-01,"Western Site 002","W002","Western",68.9126686288324,0.172627475236657,0.174619152797767
2015-07-01,"Western Site 003","W003","Western",65.6793371937652,0.16452792179685,0.166426151320103
2015-07-01,"Western Site 004","W004","Western",64.7890421060898,0.162297716578288,0.164170215263015
2015-07-01,"Kampala Site 001","K001","Kampala",13.7199010737448,0.0479037501720917,0.0663925237020609
2015-07-01,"Kampala Site 002","K002","Kampala",19.4904281602447,0.068051846461355,0.0943169128288155
2015-08-01,"Central Site 001","C001","Central",28.1652494097474,0.0915879463270761,0.14163783056166
2015-08-01,"Central Site 002","C002","Central",28.8272372373719,0.0937406027706105,0.144966844922545
2015-08-01,"Central Site 003","C003","Central",28.7200294513565,0.0933919837753167,0.144427716793067
2015-08-01,"Eastern Site 001","E001","Eastern",26.8933221212353,0.12575972285774,0.156650058776819
2015-08-01,"Eastern Site 002","E002","Eastern",26.7936797922892,0.12529377106433,0.156069655336304
2015-08-01,"Eastern Site 003","E003","Eastern",39.9169957518027,0.186661592064763,0.232511242104095
2015-08-01,"Eastern Site 004","E004","Eastern",43.0007093782677,0.201081787877264,0.250473467769595
2015-08-01,"Northern Site 001","N001","Northern",82.2445458332501,0.103109670745562,0.204196815816922
2015-08-01,"Northern Site 002","N002","Northern",122.197098584925,0.153198032447043,0.30339104168316
2015-08-01,"Northern Site 003","N003","Northern",103.58240577543,0.129860863675897,0.257174469379198
2015-08-01,"Western Site 001","W001","Western",64.7750790160317,0.104434709229239,0.156859651864674
2015-08-01,"Western Site 002","W002","Western",50.0481925176428,0.0806910390913669,0.12119695064873
2015-08-01,"Western Site 003","W003","Western",51.9457051258786,0.0837503356682322,0.125791976570089
2015-08-01,"Western Site 004","W004","Western",46.4173102373284,0.0748370881437134,0.112404388152423
2015-08-01,"Kampala Site 001","K001","Kampala",23.5704406182025,0.085890078104492,0.0939430918782828
2015-08-01,"Kampala Site 002","K002","Kampala",17.3557716950227,0.0632439847262777,0.0691737113181028
2015-09-01,"Central Site 001","C001","Central",87.9629083569499,0.230174125784301,0.253777330727359
2015-09-01,"Central Site 002","C002","Central",109.76296515113,0.287218726836899,0.316671570200226
2015-09-01,"Central Site 003","C003","Central",87.4128778204836,0.228734850978015,0.252190465490974
2015-09-01,"Eastern Site 001","E001","Eastern",110.981938236514,0.281851455479414,0.331789736394804
2015-09-01,"Eastern Site 002","E002","Eastern",82.9640945632142,0.210696904169586,0.248028062068085
2015-09-01,"Eastern Site 003","E003","Eastern",83.3424140601978,0.211657690244828,0.249159079674839
2015-09-01,"Eastern Site 004","E004","Eastern",84.0076937378732,0.213347244855544,0.251147988612565
2015-09-01,"Northern Site 001","N001","Northern",122.559203330257,0.252537372995768,0.373655072649639
2015-09-01,"Northern Site 002","N002","Northern",151.004865063876,0.311150618612069,0.460379410870094
2015-09-01,"Northern Site 003","N003","Northern",182.098868003744,0.375220860625615,0.555177937718842
2015-09-01,"Western Site 001","W001","Western",89.6103324292978,0.19008263128399,0.27757264281009
2015-09-01,"Western Site 002","W002","Western",118.970560945712,0.252361939263374,0.36851747028564
2015-09-01,"Western Site 003","W003","Western",104.546477674707,0.221765381615568,0.323838125782543
2015-09-01,"Western Site 004","W004","Western",90.1273198238018,0.191179271834515,0.279174038023139
2015-09-01,"Kampala Site 001","K001","Kampala",34.106189715576,0.0993480570325722,0.133036279797102
2015-09-01,"Kampala Site 002","K002","Kampala",52.8573410275246,0.15396836101555,0.20617794215392
2015-10-01,"Central Site 001","C001","Central",95.8416619951418,0.260704378681606,0.337795749499284
2015-10-01,"Central Site 002","C002","Central",155.61713956945,0.423303069240583,0.548475550209694
2015-10-01,"Central Site 003","C003","Central",101.1531071874,0.275152344106279,0.356516038487325
2015-10-01,"Eastern Site 001","E001","Eastern",217.78504272251,0.583331077846584,0.643732195111069
2015-10-01,"Eastern Site 002","E002","Eastern",239.541457482587,0.64160501949759,0.708040122120989
2015-10-01,"Eastern Site 003","E003","Eastern",170.198523464389,0.455871931787708,0.503075269746564
2015-10-01,"Eastern Site 004","E004","Eastern",155.661629110335,0.416935271372068,0.460106906099314
2015-10-01,"Northern Site 001","N001","Northern",285.754949125695,0.721261337535441,0.838232110602142
2015-10-01,"Northern Site 002","N002","Northern",204.107820530586,0.515179457390879,0.598728839928153
2015-10-01,"Northern Site 003","N003","Northern",212.394546547716,0.536095613381151,0.623037079769926
2015-10-01,"Western Site 001","W001","Western",130.983189426644,0.377477800462444,0.507896083210957
2015-10-01,"Western Site 002","W002","Western",126.532429240543,0.364651244835042,0.490637962716814
2015-10-01,"Western Site 003","W003","Western",118.768806192318,0.342277416829391,0.460533994757415
2015-10-01,"Western Site 004","W004","Western",149.762642245472,0.431597925151494,0.580714668353666
2015-10-01,"Kampala Site 001","K001","Kampala",79.940423869483,0.268175777288589,0.324536253039822
2015-10-01,"Kampala Site 002","K002","Kampala",61.2645997279369,0.205524074767706,0.24871751583593
2015-11-01,"Central Site 001","C001","Central",178.475266335346,0.447110046824047,0.582875024220484
2015-11-01,"Central Site 002","C002","Central",116.808369047524,0.292624274649624,0.381479643290198
2015-11-01,"Central Site 003","C003","Central",107.366115617596,0.268969868860717,0.350642576565646
2015-11-01,"Eastern Site 001","E001","Eastern",162.28764636173,0.452820964293692,0.506229268259825
2015-11-01,"Eastern Site 002","E002","Eastern",181.974105529271,0.507750847273843,0.567637896965903
2015-11-01,"Eastern Site 003","E003","Eastern",179.575927202819,0.501059361836244,0.560157179323047
2015-11-01,"Eastern Site 004","E004","Eastern",172.874382105342,0.482360464037619,0.539252826176261
2015-11-01,"Northern Site 001","N001","Northern",206.556454812619,0.446382678179469,0.490124201652912
2015-11-01,"Northern Site 002","N002","Northern",358.418062826719,0.77456603783032,0.850466605172374
2015-11-01,"Northern Site 003","N003","Northern",295.982705761647,0.639638945258552,0.702317860248409
2015-11-01,"Western Site 001","W001","Western",121.759726992837,0.321420041521784,0.433845869512662
2015-11-01,"Western Site 002","W002","Western",179.429777499593,0.473656831848485,0.639331819792548
2015-11-01,"Western Site 003","W003","Western",143.390528559705,0.378520803074748,0.510919251211239
2015-11-01,"Western Site 004","W004","Western",149.9776344124,0.39590937554425,0.534389972908921
2015-11-01,"Kampala Site 001","K001","Kampala",95.039052022157,0.286121457983478,0.350827177821911
2015-11-01,"Kampala Site 002","K002","Kampala",88.3885901488667,0.266099795235772,0.326277661380241
2015-12-01,"Central Site 001","C001","Central",52.7673152984278,0.18586744120547,0.206110978378873
2015-12-01,"Central Site 002","C002","Central",59.8781755267399,0.210914715032674,0.233886247036827
2015-12-01,"Central Site 003","C003","Central",85.2012363244376,0.300112592304609,0.33279900784421
2015-12-01,"Eastern Site 001","E001","Eastern",91.1611050211392,0.208959957244008,0.263139502139121
2015-12-01,"Eastern Site 002","E002","Eastern",128.9887056581,0.295668579412527,0.372330104824544
2015-12-01,"Eastern Site 003","E003","Eastern",109.39244815042,0.250749936423306,0.315764868552285
2015-12-01,"Eastern Site 004","E004","Eastern",88.0099513392906,0.20173686644804,0.254043594286609
2015-12-01,"Northern Site 001","N001","Northern",120.586522182824,0.334981228392142,0.321663575424521
2015-12-01,"Northern Site 002","N002","Northern",161.908366820375,0.449770526777659,0.431889262745524
2015-12-01,"Northern Site 003","N003","Northern",114.682903814911,0.318581374602149,0.30591572103922
2015-12-01,"Western Site 001","W001","Western",101.454215443942,0.245032404989689,0.252475198583259
2015-12-01,"Western Site 002","W002","Western",103.743578166966,0.250561677986988,0.258172421765119
2015-12-01,"Western Site 003","W003","Western",114.75326579603,0.277152295499824,0.285570722154356
2015-12-01,"Western Site 004","W004","Western",90.9145494132716,0.219576984493038,0.226246576515158
2015-12-01,"Kampala Site 001","K001","Kampala",49.73680274378,0.135210082686942,0.163896073141246
2015-12-01,"Kampala Site 002","K002","Kampala",40.6287416443056,0.110449711564541,0.133882574770141
2016-01-01,"Central Site 001","C001","Central",34.0096575740045,0.10588744118352,0.158716051202618
2016-01-01,"Central Site 002","C002","Central",22.2290974416806,0.0692092310190684,0.103738608954373
2016-01-01,"Central Site 003","C003","Central",21.0830472516985,0.0656410586015415,0.098390229299618
2016-01-01,"Eastern Site 001","E001","Eastern",99.2847383207956,0.186617098926497,0.173021672689915
2016-01-01,"Eastern Site 002","E002","Eastern",70.7151709358812,0.132917307063914,0.123234017300287
2016-01-01,"Eastern Site 003","E003","Eastern",92.4733566607041,0.173814322723569,0.161151604156818
2016-01-01,"Eastern Site 004","E004","Eastern",75.5821473850359,0.142065349762583,0.131715606922393
2016-01-01,"Northern Site 001","N001","Northern",90.4375311105529,0.204254758337427,0.217832243105433
2016-01-01,"Northern Site 002","N002","Northern",74.2627128669443,0.167723646188186,0.178872787926135
2016-01-01,"Northern Site 003","N003","Northern",73.4139989422159,0.165806810827199,0.176828534221858
2016-01-01,"Western Site 001","W001","Western",38.3942715792656,0.119483875383081,0.129470152872518
2016-01-01,"Western Site 002","W002","Western",49.0517838664945,0.152650304062213,0.165408580359535
2016-01-01,"Western Site 003","W003","Western",48.4213281928406,0.150688311190701,0.16328260715859
2016-01-01,"Western Site 004","W004","Western",52.0253079800569,0.161903980978572,0.175435665279175
2016-01-01,"Kampala Site 001","K001","Kampala",23.7880649106861,0.0699074687615051,0.0656590713040601
2016-01-01,"Kampala Site 002","K002","Kampala",18.0146036995392,0.0529406385136733,0.0497233445958472
2016-02-01,"Central Site 001","C001","Central",19.9472156897242,0.0706145482231747,0.0930246447706444
2016-02-01,"Central Site 002","C002","Central",23.6307492494726,0.0836545164188632,0.110202952070589
2016-02-01,"Central Site 003","C003","Central",34.3378294744319,0.121558334407069,0.160135852478876
2016-02-01,"Eastern Site 001","E001","Eastern",51.4140098832745,0.150707736456388,0.195634371772566
2016-02-01,"Eastern Site 002","E002","Eastern",63.2905419595192,0.185520918120804,0.24082551513695
2016-02-01,"Eastern Site 003","E003","Eastern",63.6490537228476,0.186571808655638,0.242189680735996
2016-02-01,"Eastern Site 004","E004","Eastern",77.4008779820687,0.226881955850119,0.294516459094411
2016-02-01,"Northern Site 001","N001","Northern",69.6152766988714,0.177973721124463,0.155276133404774
2016-02-01,"Northern Site 002","N002","Northern",98.438461116118,0.251661130392164,0.219565939334617
2016-02-01,"Northern Site 003","N003","Northern",72.2400895456039,0.184684140614842,0.16113075051008
2016-02-01,"Western Site 001","W001","Western",54.7757918650847,0.115833672400829,0.110002082760986
2016-02-01,"Western Site 002","W002","Western",42.900702615237,0.0907215717618189,0.0861542385586916
2016-02-01,"Western Site 003","W003","Western",79.3375874278205,0.167774189989285,0.159327680369967
2016-02-01,"Western Site 004","W004","Western",58.830758066579,0.124408658002812,0.118145364902638
2016-02-01,"Kampala Site 001","K001","Kampala",22.5931632028753,0.0798212208766109,0.111999417328848
2016-02-01,"Kampala Site 002","K002","Kampala",14.232042728416,0.0502815394174502,0.0705514530510276
2016-03-01,"Central Site 001","C001","Central",63.8106442188581,0.140260385915459,0.198794014396047
2016-03-01,"Central Site 002","C002","Central",70.7631096873476,0.155542405108521,0.220453543732415
2016-03-01,"Central Site 003","C003","Central",92.2176621594273,0.202701054675768,0.287292496154947
2016-03-01,"Eastern Site 001","E001","Eastern",129.421512650393,0.275916914287876,0.3877306523118
2016-03-01,"Eastern Site 002","E002","Eastern",117.480130074966,0.250458786306918,0.351955764809269
2016-03-01,"Eastern Site 003","E003","Eastern",140.6964589829,0.299954250408575,0.421508980247841
2016-03-01,"Eastern Site 004","E004","Eastern",129.19408234709,0.27543205001595,0.387049299590377
2016-03-01,"Northern Site 001","N001","Northern",131.052204993211,0.38988943318868,0.448211320645203
2016-03-01,"Northern Site 002","N002","Northern",131.98113060747,0.392653051559214,0.451388336830243
2016-03-01,"Northern Site 003","N003","Northern",104.402511105365,0.310604738626523,0.3570667688013
2016-03-01,"Western Site 001","W001","Western",55.0614897007818,0.177076812724333,0.208596007784811
2016-03-01,"Western Site 002","W002","Western",82.5026839402312,0.2653272258475,0.31255475641844
2016-03-01,"Western Site 003","W003","Western",77.1228408761016,0.248025742216561,0.29217365536606
2016-03-01,"Western Site 004","W004","Western",91.810220160894,0.295260103748692,0.347815605852291
2016-03-01,"Kampala Site 001","K001","Kampala",59.8427536582955,0.163481241584736,0.224003747787937
2016-03-01,"Kampala Site 002","K002","Kampala",53.7913464977793,0.146949723640478,0.201352084880067
2016-04-01,"Central Site 001","C001","Central",117.887360854802,0.313702081997517,0.367223158976989
2016-04-01,"Central Site 002","C002","Central",98.7445199983698,0.262762363027929,0.307592555321767
2016-04-01,"Central Site 003","C003","Central",117.921068916219,0.313791780239718,0.367328160740593
2016-04-01,"Eastern Site 001","E001","Eastern",237.504785107634,0.583708118459151,0.657867159065295
2016-04-01,"Eastern Site 002","E002","Eastern",256.781085915293,0.631082883014703,0.711260800140255
2016-04-01,"Eastern Site 003","E003","Eastern",255.262861508194,0.627351590141321,0.707055453384531
2016-04-01,"Eastern Site 004","E004","Eastern",244.036623177247,0.599761213591385,0.6759597703463
2016-04-01,"Northern Site 001","N001","Northern",213.150696680416,0.466643731298644,0.545165043596589
2016-04-01,"Northern Site 002","N002","Northern",189.732011388643,0.415373982445575,0.485268225116064
2016-04-01,"Northern Site 003","N003","Northern",256.703008585063,0.561991359293211,0.656556647696426
2016-04-01,"Western Site 001","W001","Western",130.421199157102,0.365697411661388,0.475188048903784
2016-04-01,"Western Site 002","W002","Western",93.7699278178994,0.262928267155207,0.341649588668192
2016-04-01,"Western Site 003","W003","Western",157.17978031671,0.440727728305021,0.57268261309155
2016-04-01,"Western Site 004","W004","Western",98.6780289068184,0.276690445972686,0.359532195141213
2016-04-01,"Kampala Site 001","K001","Kampala",92.185631274395,0.277082597717619,0.332379254462501
2016-04-01,"Kampala Site 002","K002","Kampala",57.1451373729386,0.171761291768926,0.206039248130095
2016-05-01,"Central Site 001","C001","Central",141.380728335972,0.333479985111995,0.446388249829775
2016-05-01,"Central Site 002","C002","Central",150.755252269814,0.355592023567906,0.475986890189519
2016-05-01,"Central Site 003","C003","Central",149.253752520788,0.35205038023473,0.471246132004326
2016-05-01,"Eastern Site 001","E001","Eastern",215.995845444909,0.474865127182012,0.638146058526738
2016-05-01,"Eastern Site 002","E002","Eastern",150.594246868213,0.331080239273366,0.44492117372815
2016-05-01,"Eastern Site 003","E003","Eastern",236.985632058882,0.521011004059584,0.700159054977825
2016-05-01,"Eastern Site 004","E004","Eastern",209.582720947034,0.460765924606867,0.619198887979405
2016-05-01,"Northern Site 001","N001","Northern",253.537518887319,0.707427122137667,0.72128409264998
2016-05-01,"Northern Site 002","N002","Northern",169.178092345594,0.472045208622455,0.481291555463943
2016-05-01,"Northern Site 003","N003","Northern",148.970940669681,0.415662677076724,0.42380461181329
2016-05-01,"Western Site 001","W001","Western",130.260153328032,0.346819727669525,0.423445127637111
2016-05-01,"Western Site 002","W002","Western",125.558366459489,0.334301145435081,0.408160724158337
2016-05-01,"Western Site 003","W003","Western",174.124227837276,0.463608522915768,0.566036919176586
2016-05-01,"Western Site 004","W004","Western",183.600038415008,0.488838019120498,0.596840551116495
2016-05-01,"Kampala Site 001","K001","Kampala",51.867813633887,0.157851901310993,0.208465062871621
2016-05-01,"Kampala Site 002","K002","Kampala",83.3439643900553,0.253644839063944,0.334972761704993
2016-06-01,"Central Site 001","C001","Central",85.3046584151112,0.23481006393728,0.290397211308018
2016-06-01,"Central Site 002","C002","Central",75.4378037854487,0.207650506540348,0.256808107007379
2016-06-01,"Central Site 003","C003","Central",88.2202653721163,0.242835579409821,0.30032262623043
2016-06-01,"Eastern Site 001","E001","Eastern",124.69495015826,0.301691919950433,0.447903911198524
2016-06-01,"Eastern Site 002","E002","Eastern",108.855351992932,0.263368966409203,0.391008119018819
2016-06-01,"Eastern Site 003","E003","Eastern",100.643108385093,0.243499937727567,0.361509763014844
2016-06-01,"Eastern Site 004","E004","Eastern",137.471366730918,0.332603690162457,0.493796763689603
2016-06-01,"Northern Site 001","N001","Northern",88.004320029565,0.294932143637577,0.30266962002489
2016-06-01,"Northern Site 002","N002","Northern",95.5565220102955,0.320242118404867,0.32864359611028
2016-06-01,"Northern Site 003","N003","Northern",134.904172301689,0.452109359054459,0.463970343235504
2016-06-01,"Western Site 001","W001","Western",123.901007941005,0.229169482572136,0.287606180585521
2016-06-01,"Western Site 002","W002","Western",83.390579294613,0.15424068154019,0.193571032280523
2016-06-01,"Western Site 003","W003","Western",106.686065092511,0.197328421626314,0.247645860294899
2016-06-01,"Western Site 004","W004","Western",118.298649543545,0.218807261985998,0.274601662480778
2016-06-01,"Kampala Site 001","K001","Kampala",45.6919583153948,0.129806008337915,0.159111665027439
2016-06-01,"Kampala Site 002","K002","Kampala",63.0281329233306,0.179056242048013,0.219480878971716
2016-07-01,"Central Site 001","C001","Central",35.9914018367091,0.0931630327414502,0.157753209060632
2016-07-01,"Central Site 002","C002","Central",28.9039942272939,0.0748174181370616,0.126688531464062
2016-07-01,"Central Site 003","C003","Central",25.7532088408889,0.0666616723996021,0.112878385695864
2016-07-01,"Eastern Site 001","E001","Eastern",46.1860047598524,0.152927000522501,0.199162767181749
2016-07-01,"Eastern Site 002","E002","Eastern",39.681338465706,0.131389326698237,0.171113418781254
2016-07-01,"Eastern Site 003","E003","Eastern",37.5531394767929,0.124342623057562,0.161936223179486
2016-07-01,"Eastern Site 004","E004","Eastern",46.4764631859767,0.153888740688481,0.200415278720666
2016-07-01,"Northern Site 001","N001","Northern",76.8537778640905,0.283592239867355,0.242855989252458
2016-07-01,"Northern Site 002","N002","Northern",85.615724973828,0.315924029865291,0.270543519940618
2016-07-01,"Northern Site 003","N003","Northern",63.7045695327094,0.235071353232826,0.201304824352648
2016-07-01,"Western Site 001","W001","Western",34.4610501983753,0.0790523861357026,0.130590629243873
